,SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG,DATE_TIME_RECEIVED,DATE_TIME_COMPLETE,CALLTYPE,RESPONSIBLE_COMPANY,RESPONSIBLE_ORG_TYPE,RESPONSIBLE_CITY,RESPONSIBLE_STATE,RESPONSIBLE_ZIP,SOURCE,AIRCRAFT_TYPE,AIRCRAFT_MODEL,AIRCRAFT_ID,AIRCRAFT_FUEL_CAPACITY,AIRCRAFT_FUEL_CAPACITY_UNITS,AIRCRAFT_FUEL_ON_BOARD,AIRCRAFT_FUEL_O_B_UNITS,AIRCRAFT_SPOT_NUMBER,AIRCRAFT_HANGER,AIRCRAFT_RUNWAY_NUMBER,ROAD_MILE_MARKER,BUILDING_ID,TYPE_OF_FIXED_OBJECT,POWER_GENERATING_FACILITY,GENERATING_CAPACITY,TYPE_OF_FUEL,NPDES,NPDES_COMPLIANCE,PIPELINE_TYPE,DOT_REGULATED,PIPELINE_ABOVE_GROUND,EXPOSED_UNDERWATER,PIPELINE_COVERED,RAILROAD_HOTLINE,GRADE_CROSSING,LOCATION_SUBDIVISION,RAILROAD_MILEPOST,TYPE_VEHICLE_INVOLVED,CROSSING_DEVICE_TYPE,DEVICE_OPERATIONAL,DOT_CROSSING_NUMBER,BRAKE_FAILURE,DESCRIPTION_OF_TANK,TANK_ABOVE_GROUND,TRANSPORTABLE_CONTAINER,TANK_REGULATED,TANK_REGULATED_BY,TANK_ID,CAPACITY_OF_TANK,CAPACITY_OF_TANK_UNITS,ACTUAL_AMOUNT,ACTUAL_AMOUNT_UNITS,PLATFORM_RIG_NAME,PLATFORM_LETTER,LOCATION_AREAID,LOCATION_BLOCKID,OCSG_NUMBER,OCSP_NUMBER,STATE_LEASE_NUMBER,PIER_DOCK_NUMBER,BERTH_SLIP_NUMBER,CONTINUOUS_RELEASE_TYPE,INITIAL_CONTINUOUS_RELEASE_NO,CONTINUOUS_RELEASE_PERMIT,ALLISION,TYPE_OF_STRUCTURE,STRUCTURE_NAME,STRUCTURE_OPERATIONAL,AIRBAG_DEPLOYED,DATE_TIME_NORMAL_SERVICE,SERVICE_DISRUPTION_TIME,SERVICE_DISRUPTION_UNITS,TRANSIT_BUS_FLAG,CR_BEGIN_DATE,CR_END_DATE,CR_CHANGE_DATE,FBI_CONTACT,FBI_CONTACT_DATE_TIME,SUB_PART_C_TESTING_REQ,CONDUCTOR_TESTING,ENGINEER_TESTING,TRAINMAN_TESTING,YARD_FOREMAN_TESTING,RCL_OPERATOR_TESTING,BRAKEMAN_TESTING,TRAIN_DISPATCHER_TESTING,SIGNALMAN_TESTING,OTHER_EMPLOYEE_TESTING,UNKNOWN_TESTING,PASSENGER_HANDLING,PASSENGER_ROUTE,PASSENGER_DELAY,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED,new_latitude,new_longitude,new_latquad,new_longquad,new_street,geometry,address
2120,1270398,"CALLER IS REPORTING THAT A HOSE BROKE DURING A TRANSFER BETWEEN TANKS AT THE FACILITY, RESULTING IN A SPILL OF 2500 GALLONS OF SODIUM HYDROXIDE LIQUID (25%) ONTO THE GROUND.",FIXED,EQUIPMENT FAILURE,2/1/2020 16:24,DISCOVERED,,6909 ARMSTEAD RD,,,SUFFOLK,VA,SUFFOLK,23435.0,,,,,,,,,,,,,,,N,2020-02-04 17:21:00,2020-02-04 17:28:00,INC,HAMPTON ROADS SANITATION DISTRICT,LOCAL GOVERNMENT,SUFFOLK,VA,23435.0,TELEPHONE,,,,,,,,,,,,,WATER TREATMENT FACILITY,N,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,DIRT,,,,Y,,,"EXCAVATED SOIL, CLEANUP COMPLETED.",,,,CLEAR,,,,U,,,,,,,,,,,,,,,,,,,,,,VA DEQ,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2121,1270399,"CALLER IS REPORTING A DISCHARGE OF AN UNKNOWN AMOUNT OF DIESEL FUEL INTO THE ARANSAS BAY AT THE INCIDENT LOCATION. DISCHARGE WAS  THE FUEL VENT ON A VESSEL THAT OCCURRED WHILE FUELING IT UP. CALLER  STATED THE COMPANY WASHED THE FUEL FROM THE DECK OF THE VESSEL INTO THE WATERWAY.

CALLER STATED SOAP WAS APPLIED TO THE DECK OF THE VESSEL WITH THE FUEL PRIOR TO IT WASHING IT OFF.",VESSEL,DUMPING,2/4/2020 14:30,DISCOVERED,PRESTIGE OYSTERS - DOCK,104 N CASTERLINE DRIVE,,,FULTON,TX,ARANSAS,78382.0,,,,,,,,,,,,,,,N,2020-02-04 17:46:00,2020-02-04 17:58:00,INC,RH TRUST OYSTERS' INC,PRIVATE ENTERPRISE,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ARANSAS BAY,ARANSAS BAY,,,Y,,,ABSORBENTS APPLIED,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,TGLO,,,325.0,FEET,775.0,FEET,N,,,,NO,,,,,,POINT (nan nan),
2122,1270400,CALLER IS REPORTING A DISCHARGE OF AN UNKNOWN AMOUNT OF DIESEL FUEL INTO ARANSAS BAY AT THE INCIDENT LOCATION. DISCHARGE IS FROM THE FUEL BEING WASHED OFF THE DECK OF THE VESSEL. CALLER STATED THEY APPLIED SOAP TO THE DECK OF THE VESSEL PRIOR TO WASHING THE OIL INTO THE WATER.,VESSEL,DUMPING,2/4/2020 14:30,DISCOVERED,PRESTIGE OYSTERS - DOCK,104 N CASTERLINE DRIVE,,,FULTON,TX,ARANSAS,78382.0,,,,,,,,,,,,,,,N,2020-02-04 18:01:00,2020-02-04 18:09:00,INC,"AGB&HD, INC.",PRIVATE ENTERPRISE,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ARANSAS BAY,ARANSAS BAY,,,U,,,PADS WERE APPLIED,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,325.0,FEET,775.0,FEET,N,,,,NO,,,,,,POINT (nan nan),
2123,1270401,CALLER IS REPORTING AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN THE KLAMATH RIVER.  THE CALLER BELIEVES THAT THE SHEEN CAME FROM A VEHICLE THAT WAS SUBMERGED IN THE WATER FOR A LENGTHY PERIOD OF TIME.,UNKNOWN SHEEN,UNKNOWN,1/27/2020 13:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,190 KLAMATH BLVD,,,KLAMATH,CA,DEL NORTE,95548.0,,,,,,,,,,,,,,,N,2020-02-04 18:07:00,2020-02-04 18:28:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,Y,1.0,1.0,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,KLAMATH RIVER,KLAMATH RIVER,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,OES,USCG,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2124,1270402,CALLER REPORTS A DRIP PAN UNDERNEATH A VENT HAD A SMALL LEAK OF DIESEL FUEL OUT OF THE BOTTOM DUE TO THE DRAIN PLUG NOT BEING IN TIGHT. THIS CAUSED THE DIESEL TO GET ONTO THE DECK OF THE SHIP AND INTO THE TENNESSEE RIVER.,VESSEL,EQUIPMENT FAILURE,2/4/2020 15:45,OCCURRED,MILE 4 ON THE TENNESSEE RIVER,NATIONAL MAIN. DRY DOCK,,,PADUCH,KY,MCCRACKEN,,,,,,,,,,,,,,,,N,2020-02-04 18:21:00,2020-02-04 18:38:00,INC,EXCELL MARINE,PRIVATE ENTERPRISE,PADUCAH,KY,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,TENNESSEE RIVER,TENNESSEE RIVER,,,Y,,,ABSORBENTS APPLIED,,,,RAINY,57.0,,N,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2125,1270403,"CALLER IS REPORTING A RELEASE OF APPROXIMATELY 25 - 30 GALLONS OF HAZARDOUS WASTE FLAMMABLE LIQUIDS NOS (TOLUENE, METHANOL) ONTO THE GROUND AT THE INCIDENT LOCATION. RELEASE WAS FROM A TANK TRUCK THAT DROVE OFF WHILE STILL HOOKED UP, DUE TO OPERATOR ERROR.",MOBILE,OPERATOR ERROR,2/4/2020 19:15,OCCURRED,ROSS INCINERATION SERVICES,36790 GILES RD,,,GRAFTON,OH,LORAIN,44044.0,,,,,,,,,,,,,,,N,2020-02-04 19:33:00,2020-02-04 19:46:00,INC,ROSS INCINERATION SERVICES,PRIVATE ENTERPRISE,GRAFTON,OH,44044.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,GRAVEL,,,,Y,,,"EXCAVATING THE GROUND AND PLANNING TO TAKE SAMPLES, CLEAN UP UNDERWAY",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2126,1270405,CALLER IS REPORTING THAT A SEMI-TRUCK JACKKNIFED RESULTING IN DAMAGE TO A SADDLE TANK AND A DISCHARGE OF 60 GALLONS OF DIESEL FUEL ONTO THE ROAD SURFACE AND TO A DITCH.,MOBILE,OTHER,2/4/2020 12:59,DISCOVERED,,HWY 50,MILE POST 129.5,,GUNNISON,CO,GUNNISON,,,,,,,,,,,,,,,,N,2020-02-04 19:52:00,2020-02-04 20:01:00,INC,COCA COLA SWIRE,PRIVATE ENTERPRISE,,XX,,TELEPHONE,,,,,,,,,,,129.5,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ROAD/DITCH,,,,Y,,,CONTRACTOR WILL RESPOND TOMORROW AT 10:00HRS. THE VEHICLE HAS BEEN REMOVED FROM THE ACCIDENT SCENE.,CO STATE PATROL,HM200030,,SNOWY,,,,U,,,,,,,,,,,,,,,,,,,,,,CO STATE PATROL,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2127,1270406,CALLER IS REPORTING A DISCHARGE OF APPROXIMATELY 1 GALLON OF HYDRAULIC OIL INTO A CATCH BASIN AT THE INCIDENT LOCATION. DISCHARGE IS FROM A BROKEN HYDRAULIC HOSE ON AN UNKNOWN PIECE OF EQUIPMENT.,MOBILE,EQUIPMENT FAILURE,2/4/2020 14:30,OCCURRED,TREASURE ISLAND,30 AVE G,,,SAN FRANCISCO,CA,SAN FRANCISCO,94130.0,,,,,,,,,,,,,,,N,2020-02-04 20:00:00,2020-02-04 20:11:00,INC,RECOLOGY GOLDEN GATE,PRIVATE ENTERPRISE,SAN FRANCISCO,CA,94134.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,CATCH BASIN,CATCH BASIN,,,Y,,,NONE,,20-0711,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"CA OES, HEALTH DEPT, PARKS AND REC","COAST GUARD, EPA",,,,,,N,,,,NO,,,,,30 AVE G,POINT (nan nan),
2128,1270407,"CALLER REPORTS AN ATV WENT THROUGH THE ICE ON LAKE ONTARIO, CHAUMONT BAY, WHICH COULD POTENTIALLY RELEASE GAS OR OIL.",MOBILE,OTHER,2/4/2020 18:05,OCCURRED,50 FEET OFF SHORE OF LONG POINT STATE PARK,,,,LYME,NY,JEFFERSON,,,,,,,,,,,,,,,,Y,2020-02-04 20:28:00,2020-02-04 20:44:00,INC,,PRIVATE CITIZEN,GETZVILLE,NY,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,"LAKE ONTARIO, CHAUMONT BAY",,,,U,,,OWNER OF THE ATV IS ATTEMPTING TO FIGURE OUT A WAY TO GET THE ATV OUT OF THE ICE AND WATER.,LOCAL FD/EMS,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,NY DEC SPILL RESPONSE,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2129,1270408,"NATIONAL ENVIRONMENTAL EMERGENCIES CENTRE (NEEC) CANADA REPORT:

DETAILS:
CCG-ROC RECEIVED A REPORT REPORTING A HALF-SUNKEN GILLNETTER TIED TO DOCK. STRONG SMELL OF FUEL BUT NO VISIBLE SHEEN. CALLER COULD NOT CLEARLY SEE WATER DUE TO POSITION OF OTHER VESSELS.
OWNER - IS AWARE AND IS REPORTEDLY MAKING SALVAGE PLANS. NOT YET CONFIRMED.
VESSEL IS A 30' F/V ""STEVESTON LADY""


",VESSEL,VESSEL SINKING,2/4/2020 15:29,DISCOVERED,,SEE LAT/LONG,,,GINGOLX,CN,BRITISH COLUMBIA,,,,,54.0,59.0,53.0,N,129.0,58.0,36.0,W,,,,Y,2020-02-04 20:56:00,2020-02-04 21:07:00,INC,,PRIVATE CITIZEN,,CN,,MESSAGE TRAFFIC,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,UNKNOWN,POTENTIAL TO WATERWAY,,,,U,,,VESSEL OWNER NOTIFIED.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,NATIONAL ENVIRONMENTAL EMERGENCIES CENTRE (NEEC) CANADA REPORT:,,,,,,,,N,,,,NO,54.99805555555556,-129.97666666666666,N,W,,POINT (-129.9766666666667 54.99805555555556),
2130,1270409,CALLER STATED A FREIGHT TRAINS STRUCK AN UNOCCUPIED VEHICLE ON A PASSENGER RAIL LINE AT A GRADE CROSSING CONTROLLED BY CROSSBUCKS. NO INJURIES OR FATALITIES REPORTED.,RAILROAD NON-RELEASE,TRESPASSER,2/4/2020 19:05,OCCURRED,,SELLE ROAD,,,BOYER,ID,BONNER,,,,,,,,,,,,,,,,N,2020-02-04 22:45:00,2020-02-04 22:50:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,Y,KOOTENAI RIVER,1397.1,PASSENGER CAR,CROSSBUCKS,Y,058721N,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,NO,,,,,,,,,,,,YES,NO,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,Y,SINGLE MAIN,1.0,UNKNOWN,NON-RELEASE (N/A),UNOCCUPIED VEHICLE STRUCK AT A GRADE CROSSING,,,,U,,,INVESTIGATION UNDERWAY,BONNER SHERIFF,,,,,,,U,,,,,,,,,E/W,,,,,,,,,,,,,BONNER SHERIFF,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2131,1270410,CALLER REPORTED A RELEASE OF MIXED SOLVENT (UNKNOWN COMPOSITION) FROM AN ABOVE GROUND STORAGE TANK AT A CHEMICAL FACILITY DUE TO EQUIPMENT FAILURE.  CALLER STATED THE MATERIAL RELEASED WENT INTO A STORM DRAIN.  CALLER STATED THE MATERIAL MAY HAVE BEEN RELEASED INTO SAN FRANCISCO BAY BUT THE COMPANY COULD NOT CONFIRM IF THE STORM DRAIN LEADS IN SAN FRANCISCO BAY.,STORAGE TANK,EQUIPMENT FAILURE,2/4/2020 15:00,OCCURRED,,455 E GRAND AVE,,,SOUTH SAN FRANCISCO,CA,SAN MATEO,,,,,,,,,,,,,,,,N,2020-02-04 23:19:00,2020-02-04 23:34:00,INC,GENENTECH,PRIVATE ENTERPRISE,SOUTH SAN FRANCISCO,CA,94080.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,DOUBLE WALL TANK,ABOVE,N,U,,,2000.0,GALLON(S),,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,,,Y,,,CALLER STATED THE CLEANUP IS ONGOING AT THIS SITE OF THE RELEASE.  CALLER STATED THE TANK WAS DRAINED.,,20-0713,,CLEAR,,,,U,,,,,,,,,,,,,,,,,,,,,,CA OES,USCG,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2132,1270411,CALLER IS REPORTING A SPILL OF DIESEL FROM THE SADDLE TANK OF TRACTOR TRAILER TRUCK DUE TO ROAD DEBRIS.   CALLER STATED NO WATERWAY IMPACTED.,MOBILE,TRANSPORT ACCIDENT,2/4/2020 22:20,OCCURRED,,INTERSTATE 40,EASTBOUND,MM 362,LENOIR,TN,LOUDON,,,,,,,,,,,,,,,,N,2020-02-05 00:28:00,2020-02-05 00:36:00,INC,WESTERN EXPRESS,PRIVATE ENTERPRISE,NASHVILLE,TN,37209.0,TELEPHONE,,,,,,,,,,,362.0,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,SOIL,,,,Y,,,(FIRST CALL) CONTRACTOR HAS BEEN HIRED AND ENROUTE.,TN STATE POLICE,287,,,,,,U,,,,,,,,,,,,,,,,,,,,,,TEMA,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2133,1270412,"NOAA SURVEILLANCE SATELLITE REPORTS...

POSSIBLE OIL WAS OBSERVED IN SATELLITE IMAGERY. THIS ANOMALY IS UNCONFIRMED AS OIL.",UNKNOWN SHEEN,UNKNOWN,2/4/2020 17:34,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,NANTUCKET,MA,NANTUCKET,,,,S,40.0,6.0,2.0,N,69.0,55.0,3.0,W,,,,N,2020-02-05 02:05:00,2020-02-05 02:13:00,INC,,UNKNOWN,,XX,,MESSAGE TRAFFIC,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,NORTH ATLANTIC,7004,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ATLANTIC OCEAN,ATLANTIC OCEAN,,,N,,,,,,,,,15.0,WSW,U,,,,,,15.0,WSW,,,,,,KNTS,,,,KNTS,,,,,,NOAA/NESDIS/SATELLITE ANALYSIS BRANCH,,1.12,NAUTICAL MILE,0.19,NAUTICAL MILE,Y,,,,NO,40.10055555555556,-69.9175,N,W,,POINT (-69.9175 40.10055555555556),
2134,1270413,CALLER IS REPORTING A SPILL OF FIVE GALLONS OF DIESEL DUE TO A FOUR CAR FREIGHT TRAIN DERAILMENT.   CALLER STATED ONE LOCOMOTIVE AND THREE RAIL CARS ARE DERAILED.   CALLER STATED THERE WAS A SPILL OF DIESEL FROM THE LOCOMOTIVE.,RAILROAD,DERAILMENT,2/4/2020 17:00,OCCURRED,DELL BARTON MINE,MP: 6.3L,SD: POCAHONAS,,DELL BARTON,WV,MINGO,,,,,,,,,,,,,,,,N,2020-02-05 02:58:00,2020-02-05 03:06:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,N,POCAHONAS,6.3L,,,Y,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,NO,,,,,,,,,,,,NO,NO,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,U,,,UNKNOWN,RAIL REPORT (N/A),FOUR CAR FREIGHT TRAIN DERAILMENT,,,,Y,,,CALLER STATED WEL ENVIRONMENTAL HAS BEEN HIRE FOR CLEAN UP OF THE SPILL THEY ARE ENROUTE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,CALLER DID NOT HAVE THE CAR NUMBERS OF THE THREE OTHER EMPTY CARS THAT WERE DERAILED.,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2135,1270415,"CALLER STATED THERE WAS A SPILL OF DIESEL FROM THE SADDLE TANK OF A TRACTOR TRAILER TRUCK DUE TO AN ACCIDENT.  CALLER STATED IT IS UNKNOWN IF THERE WERE ANY INJURIES, FATALITIES OR ROAD CLOSURES INVOLVED WITH THIS INCIDENT.",MOBILE,TRANSPORT ACCIDENT,2/5/2020 1:30,OCCURRED,,HIGHWAY 210,EXIT 1,MM 1,SYLMAR,CA,LOS ANGELES,,,,,,,,,,,,,,,,N,2020-02-05 05:07:00,2020-02-05 05:15:00,INC,SAIA TRANSPORTATION,PRIVATE ENTERPRISE,JOHNS CREEK,GA,30097.0,TELEPHONE,,,,,,,,,,,1.0,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,U,,,U,,N,,N,,,N,,,U,,,,N,N,,,UNKNOWN,LAND,ROADWAY ASPHALT AND SOIL,,,,Y,,,"CALLER STATED BOOMS WERE DEPLOYED TO KEEP THE SPILL FROM REACHING A WATERWAY, CONTRACTOR (TEN WEST) WAS HIRED FOR CLEAN UP.",PD AND FD,,,,,,,U,,,,,,,,,,,,,,,,,,,,,CALLER STATED CAL OES WILL BE CALLED NEXT.,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
2136,1270417,CALLER REPORTED DIESEL DISCHARGED ONTO PAVEMENT AND A STORM DRAIN FROM A FUELING STATION ON A MILITARY BASE DUE TO THE OPERATOR TRIPPING WHILE CARRYING THE NOZZEL.,FIXED,OPERATOR ERROR,2/4/2020 13:52,OCCURRED,YORKTOWN NAVAL WEAPONS STATION/ BLDG 371,,,,YORKTOWN,VA,YORK,,,,,,,,,,,,,,,,N,2020-02-05 07:49:00,2020-02-05 07:55:00,INC,USN-WEAPONS STATION ENV OFFICE,MILITARY,YORKTOWN,VA,236910160.0,TELEPHONE,,,,,,,,,,,,,MILITARY,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,PAVEMENT/ STORM DRAIN,STORM DRAIN,,,Y,,,"ABSORBENTS APPLIED, VAC TRUCK USED",,,,OVERCAST,60.0,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
